movie_idx,title,user_idx
310,French Kiss (1995),139
678,Serial Mom (1994),140
1086,Lord of Illusions (1995),140
1026,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",140
760,"Ruling Class, The (1972)",140
827,"Perez Family, The (1995)",140
803,"Mark of Zorro, The (1940)",140
1401,Alphaville (1965),140
1045,"Van, The (1996)",140
605,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),140
1677,Mamma Roma (1962),140
331,Crash (1996),141
252,Alien: Resurrection (1997),141
322,"Crossing Guard, The (1995)",141
500,Smoke (1995),141
980,Thirty-Two Short Films About Glenn Gould (1993),141
1384,U.S. Marshalls (1998),141
1198,Albino Alligator (1996),141
1053,"Ballad of Narayama, The (Narayama Bushiko) (1958)",141
1605,King of New York (1990),141
1667,You So Crazy (1994),141
681,Midnight in the Garden of Good and Evil (1997),142
948,Fly Away Home (1996),142
784,"Great Race, The (1965)",142
1171,Little Buddha (1993),142
1051,"Women, The (1939)",142
996,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",142
1214,Love Affair (1994),142
650,Crows and Sparrows (1949),142
1430,"Man in the Iron Mask, The (1998)",142
1535,All Things Fair (1996),142
337,Ed Wood (1994),143
382,Austin Powers: International Man of Mystery (1997),143
814,Event Horizon (1997),143
269,Starship Troopers (1997),143
276,Strictly Ballroom (1992),143
261,Tomorrow Never Dies (1997),143
1056,Night on Earth (1991),143
935,Hercules (1997),143
418,Hamlet (1996),143
1465,Hugo Pool (1997),143
133,"Postino, Il (1994)",144
189,"Godfather, The (1972)",144
303,"Return of the Pink Panther, The (1974)",144
277,"Wrong Trousers, The (1993)",144
236,"Grand Day Out, A (1992)",144
695,Leaving Las Vegas (1995),144
666,"Postman, The (1997)",144
680,Ma vie en rose (My Life in Pink) (1997),144
677,Six Degrees of Separation (1993),144
903,Swept from the Sea (1997),144
867,To Catch a Thief (1955),145
729,His Girl Friday (1940),145
58,"Boot, Das (1981)",145
763,Meet Me in St. Louis (1944),145
949,Gigi (1958),145
625,"Gay Divorcee, The (1934)",145
584,Charade (1963),145
821,Funny Face (1957),145
1385,Kim (1950),145
766,"Band Wagon, The (1953)",145
627,Steel (1997),146
930,Kull the Conqueror (1997),146
391,Kull the Conqueror (1997),146
937,"Big Green, The (1995)",146
248,Kicked in the Head (1997),146
1199,Mina Tannenbaum (1994),146
1327,Love and Other Catastrophes (1996),146
1561,"Leading Man, The (1996)",146
1465,Hugo Pool (1997),146
1601,Butterfly Kiss (1995),146
133,"Postino, Il (1994)",147
49,Fargo (1996),147
198,Mystery Science Theater 3000: The Movie (1996),147
873,Lone Star (1996),147
189,"Godfather, The (1972)",147
185,12 Angry Men (1957),147
89,Sense and Sensibility (1995),147
600,Emma (1996),147
1124,"Newton Boys, The (1998)",147
1576,"Quiet Room, The (1996)",147
473,"Madness of King George, The (1994)",148
9,"Remains of the Day, The (1993)",148
546,Breakfast at Tiffany's (1961),148
260,Citizen Kane (1941),148
856,Cinema Paradiso (1988),148
482,Henry V (1989),148
649,Harold and Maude (1971),148
125,Vertigo (1958),148
475,Rebel Without a Cause (1955),148
669,"Piano, The (1993)",148
351,Reservoir Dogs (1992),149
361,Psycho (1960),149
113,"Shining, The (1980)",149
314,"American Werewolf in London, An (1981)",149
1200,"Tango Lesson, The (1997)",149
956,Surviving Picasso (1996),149
441,Purple Noon (1960),149
1647,Marlene Dietrich: Shadow and Light (1996) ,149
1532,The Deadly Cure (1996),149
1438,Suture (1993),149
638,Manon of the Spring (Manon des sources) (1986),150
275,"Bridge on the River Kwai, The (1957)",150
649,Harold and Maude (1971),150
295,Down by Law (1986),150
276,Strictly Ballroom (1992),150
1509,Grateful Dead (1995),150
882,Walkabout (1971),150
996,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",150
1286,1-900 (1994),150
1332,Venice/Venice (1992),150
133,"Postino, Il (1994)",151
725,Patton (1970),151
78,North by Northwest (1959),151
694,Some Like It Hot (1959),151
326,Dial M for Murder (1954),151
230,"Great Escape, The (1963)",151
561,Cool Hand Luke (1967),151
436,High Noon (1952),151
238,Singin' in the Rain (1952),151
418,Hamlet (1996),151
554,"Wedding Singer, The (1998)",152
1149,Party Girl (1995),152
1322,Stonewall (1995),152
1371,"Joy Luck Club, The (1993)",152
1131,"Boys, Les (1997)",152
1288,"Colonel Chabert, Le (1994)",152
1582,Shopping (1994),152
1503,Nemesis 2: Nebula (1995),152
1644,Mat' i syn (1997),152
1632,B. Monkey (1998),152
337,Ed Wood (1994),153
277,"Wrong Trousers, The (1993)",153
235,Nikita (La Femme Nikita) (1990),153
289,"English Patient, The (1996)",153
380,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",153
294,"Cook the Thief His Wife & Her Lover, The (1989)",153
276,Strictly Ballroom (1992),153
400,Michael Collins (1996),153
517,Koyaanisqatsi (1983),153
1058,Firestorm (1998),153
100,"Wizard of Oz, The (1939)",154
118,2001: A Space Odyssey (1968),154
32,"Right Stuff, The (1983)",154
273,"Graduate, The (1967)",154
1,L.A. Confidential (1997),154
5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),154
538,Lawrence of Arabia (1962),154
657,Gandhi (1982),154
36,Rear Window (1954),154
660,"Manchurian Candidate, The (1962)",154
1584,The Courtyard (1995),155
1335,Tigrero: A Film That Was Never Made (1994),155
1655,To Cross the Rubicon (1991),155
1342,Daens (1992),155
1645,Careful (1992),155
1557,Quartier Mozart (1992),155
1657,Pharaoh's Army (1995),155
1488,Baton Rouge (1988),155
1298,T-Men (1947),155
1535,All Things Fair (1996),155
1009,Carlito's Way (1993),156
740,Platoon (1986),156
250,Glengarry Glen Ross (1992),156
235,Nikita (La Femme Nikita) (1990),156
314,"American Werewolf in London, An (1981)",156
394,"Omen, The (1976)",156
538,Lawrence of Arabia (1962),156
81,Miller's Crossing (1990),156
496,Chinatown (1974),156
617,Body Snatchers (1993),156
923,Bananas (1971),157
603,"Blue Angel, The (Blaue Engel, Der) (1930)",157
989,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",157
1646,They Made Me a Criminal (1939),157
1160,"Last Time I Saw Paris, The (1954)",157
1385,Kim (1950),157
1255,Pather Panchali (1955),157
1399,Golden Earrings (1947),157
304,Foreign Correspondent (1940),157
1351,"Outlaw, The (1943)",157
94,Taxi Driver (1976),158
260,Citizen Kane (1941),158
93,This Is Spinal Tap (1984),158
342,M*A*S*H (1970),158
329,Raising Arizona (1987),158
50,Fantasia (1940),158
479,Heathers (1989),158
5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),158
78,North by Northwest (1959),158
496,Chinatown (1974),158
432,Mighty Aphrodite (1995),159
566,Moll Flanders (1996),159
387,"Spitfire Grill, The (1996)",159
1022,Ridicule (1996),159
522,Shall We Dance? (1996),159
943,"Whole Wide World, The (1996)",159
489,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",159
1559,A Chef in Love (1996),159
1389,"Cement Garden, The (1993)",159
1238,Caro Diario (Dear Diary) (1994),159
943,"Whole Wide World, The (1996)",160
1111,C'est arrivé près de chez vous (1992),160
1124,"Newton Boys, The (1998)",160
1160,"Last Time I Saw Paris, The (1954)",160
688,"Inkwell, The (1994)",160
1350,"Forbidden Christ, The (Cristo proibito, Il) (1950)",160
1330,Jason's Lyric (1994),160
1351,"Outlaw, The (1943)",160
1562,Someone Else's America (1995),160
1677,Mamma Roma (1962),160
3,Legends of the Fall (1994),161
117,"Devil's Own, The (1997)",161
130,Good Will Hunting (1997),161
360,Evita (1996),161
969,Ulee's Gold (1997),161
652,Air Force One (1997),161
51,Murder at 1600 (1997),161
440,Sophie's Choice (1982),161
569,Some Folks Call It a Sling Blade (1993),161
593,"Little Princess, A (1995)",161
936,Mr. Smith Goes to Washington (1939),162
770,Smilla's Sense of Snow (1997),162
920,"Apartment, The (1960)",162
241,"Maltese Falcon, The (1941)",162
848,Ponette (1996),162
673,Paths of Glory (1957),162
1084,Brassed Off (1996),162
1078,Four Days in September (1997),162
593,"Little Princess, A (1995)",162
1628,Mirage (1995),162
708,"Murder, My Sweet (1944)",163
1473,"Winter Guest, The (1997)",163
641,Half Baked (1998),163
1442,Double Happiness (1994),163
281,Twelfth Night (1996),163
1160,"Last Time I Saw Paris, The (1954)",163
1045,"Van, The (1996)",163
1532,The Deadly Cure (1996),163
1480,Dream With the Fishes (1997),163
1613,8 Heads in a Duffel Bag (1997),163
909,3 Ninjas: High Noon At Mega Mountain (1998),164
797,"Basketball Diaries, The (1995)",164
716,Mrs. Winterbourne (1996),164
1241,Meet John Doe (1941),164
1125,"Perfect Candidate, A (1996)",164
700,"Life Less Ordinary, A (1997)",164
1285,Gabbeh (1996),164
1451,Gilligan's Island: The Movie (1998),164
1531,Above the Rim (1994),164
1533,Naked in New York (1994),164
209,Twelve Monkeys (1995),165
936,Mr. Smith Goes to Washington (1939),165
707,Fierce Creatures (1997),165
781,James and the Giant Peach (1996),165
1028,"Christmas Carol, A (1938)",165
637,Palookaville (1996),165
1460,To Be or Not to Be (1942),165
1492,"Secret Agent, The (1996)",165
951,Penny Serenade (1941),165
1425,"Good Man in Africa, A (1994)",165
239,"Shawshank Redemption, The (1994)",166
423,Four Weddings and a Funeral (1994),166
189,"Godfather, The (1972)",166
367,Monty Python and the Holy Grail (1974),166
254,Amadeus (1984),166
113,"Shining, The (1980)",166
240,One Flew Over the Cuckoo's Nest (1975),166
174,Casablanca (1942),166
36,Rear Window (1954),166
431,Stand by Me (1986),166
567,"Room with a View, A (1986)",167
284,Bob Roberts (1992),167
21,Sabrina (1954),167
581,"Great Dictator, The (1940)",167
300,Lost Horizon (1937),167
795,"39 Steps, The (1935)",167
105,"Quiet Man, The (1952)",167
318,Little Women (1994),167
1377,Bent (1997),167
593,"Little Princess, A (1995)",167
297,"Usual Suspects, The (1995)",168
432,Mighty Aphrodite (1995),168
423,Four Weddings and a Funeral (1994),168
873,Lone Star (1996),168
148,Big Night (1996),168
73,Grosse Pointe Blank (1997),168
695,Leaving Las Vegas (1995),168
380,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",168
807,"Wings of the Dove, The (1997)",168
568,Everyone Says I Love You (1996),168
218,"20,000 Leagues Under the Sea (1954)",169
540,On Golden Pond (1981),169
275,"Bridge on the River Kwai, The (1957)",169
182,Star Trek: The Wrath of Khan (1982),169
1042,Blues Brothers 2000 (1998),169
1037,Black Beauty (1994),169
518,William Shakespeare's Romeo and Juliet (1996),169
62,Ben-Hur (1959),169
816,Winnie the Pooh and the Blustery Day (1968),169
654,Some Kind of Wonderful (1987),169
681,Midnight in the Garden of Good and Evil (1997),170
184,Wag the Dog (1997),170
374,"Bridges of Madison County, The (1995)",170
397,Great Expectations (1998),170
956,Surviving Picasso (1996),170
1160,"Last Time I Saw Paris, The (1954)",170
1171,Little Buddha (1993),170
1399,Golden Earrings (1947),170
1639,Spirits of the Dead (Tre passi nel delirio) (1968),170
1676,Scream of Stone (Schrei aus Stein) (1991),170
1393,Yankee Zulu (1994),171
1335,Tigrero: A Film That Was Never Made (1994),171
1396,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",171
1368,"Promise, The (Versprechen, Das) (1994)",171
1655,To Cross the Rubicon (1991),171
1342,Daens (1992),171
1645,Careful (1992),171
1633,"Death in the Garden (Mort en ce jardin, La) (1956)",171
1298,T-Men (1947),171
1404,Lashou shentan (1992),171
721,"Haunted World of Edward D. Wood Jr., The (1995)",172
713,"House of Yes, The (1997)",172
21,Sabrina (1954),172
137,Bonnie and Clyde (1967),172
1142,"Boys of St. Vincent, The (1993)",172
1532,The Deadly Cure (1996),172
1327,Love and Other Catastrophes (1996),172
1497,Last Summer in the Hamptons (1995),172
1454,Nelly & Monsieur Arnaud (1995),172
1522,Children of the Revolution (1996),172
502,Dead Man Walking (1995),173
38,Crumb (1994),173
5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),173
58,"Boot, Das (1981)",173
81,Miller's Crossing (1990),173
767,My Life as a Dog (Mitt liv som hund) (1985),173
1026,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",173
210,Tie Me Up! Tie Me Down! (1990),173
640,"Die xue shuang xiong (Killer, The) (1989)",173
419,Faithful (1996),173
1648,Shadows (Cienie) (1988),174
1584,The Courtyard (1995),174
1655,To Cross the Rubicon (1991),174
1645,Careful (1992),174
1476,Touki Bouki (Journey of the Hyena) (1973),174
1572,Wend Kuuni (God's Gift) (1982),174
1418,Liebelei (1933),174
1545,"Invitation, The (Zaproszenie) (1986)",174
1404,Lashou shentan (1992),174
1470,Terror in a Texas Town (1958),174
297,"Usual Suspects, The (1995)",175
94,Taxi Driver (1976),175
492,"Clockwork Orange, A (1971)",175
571,Apocalypse Now (1979),175
356,GoodFellas (1990),175
359,"Godfather: Part II, The (1974)",175
273,"Graduate, The (1967)",175
506,Unforgiven (1992),175
329,Raising Arizona (1987),175
240,One Flew Over the Cuckoo's Nest (1975),175
24,Toy Story (1995),176
471,Apollo 13 (1995),176
191,Forrest Gump (1994),176
320,Dances with Wolves (1990),176
403,Independence Day (ID4) (1996),176
22,Die Hard (1988),176
321,"Princess Bride, The (1987)",176
307,"Blues Brothers, The (1980)",176
179,Groundhog Day (1993),176
57,E.T. the Extra-Terrestrial (1982),176
1112,Milk Money (1994),177
412,Andre (1994),177
1039,Heaven's Prisoners (1996),177
155,Cool Runnings (1993),177
1067,"Associate, The (1996)",177
1210,Mr. Wrong (1996),177
654,Some Kind of Wonderful (1987),177
773,Under Siege 2: Dark Territory (1995),177
1555,"Hunted, The (1995)",177
1667,You So Crazy (1994),177
908,Belle de jour (1967),178
28,Restoration (1995),178
844,Vanya on 42nd Street (1994),178
1138,My Own Private Idaho (1991),178
989,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",178
1127,"Tin Drum, The (Blechtrommel, Die) (1979)",178
822,Rosencrantz and Guildenstern Are Dead (1990),178
449,Enchanted April (1991),178
1014,Spanking the Monkey (1994),178
164,Clockers (1995),178
72,Seven Years in Tibet (1997),179
395,Kundun (1997),179
255,Afterglow (1997),179
680,Ma vie en rose (My Life in Pink) (1997),179
910,To Live (Huozhe) (1994),179
569,Some Folks Call It a Sling Blade (1993),179
705,"Paper, The (1994)",179
1153,Catwalk (1995),179
901,Barbarella (1968),179
1579,Entertaining Angels: The Dorothy Day Story (1996),179
188,Richard III (1995),180
908,Belle de jour (1967),180
5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),180
110,My Fair Lady (1964),180
294,"Cook the Thief His Wife & Her Lover, The (1989)",180
63,"City of Lost Children, The (1995)",180
1419,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",180
1658,My Favorite Season (1993),180
1641,"Slingshot, The (1993)",180
1628,Mirage (1995),180
218,"20,000 Leagues Under the Sea (1954)",181
356,GoodFellas (1990),181
506,Unforgiven (1992),181
181,Mars Attacks! (1996),181
706,Batman & Robin (1997),181
635,"Day the Earth Stood Still, The (1951)",181
1020,Forbidden Planet (1956),181
628,Star Trek V: The Final Frontier (1989),181
919,Swiss Family Robinson (1960),181
1643,Condition Red (1995),181
399,"Professional, The (1994)",182
371,Swingers (1996),182
277,"Wrong Trousers, The (1993)",182
571,Apocalypse Now (1979),182
180,"Close Shave, A (1995)",182
105,"Quiet Man, The (1952)",182
760,"Ruling Class, The (1972)",182
1177,"Inspector General, The (1949)",182
808,Shallow Grave (1994),182
1516,Three Lives and Only One Death (1996),182
330,Three Colors: Blue (1993),183
235,Nikita (La Femme Nikita) (1990),183
76,Star Trek III: The Search for Spock (1984),183
46,"Last of the Mohicans, The (1992)",183
458,Star Trek: The Motion Picture (1979),183
1175,"Funeral, The (1996)",183
854,Jack and Sarah (1995),183
788,"Convent, The (Convento, O) (1995)",183
1570,"Truth or Consequences, N.M. (1997)",183
1618,Temptress Moon (Feng Yue) (1996),183
59,Angels and Insects (1995),184
856,Cinema Paradiso (1988),184
730,Raging Bull (1980),184
78,North by Northwest (1959),184
561,Cool Hand Luke (1967),184
965,Rebecca (1940),184
315,"Crying Game, The (1992)",184
294,"Cook the Thief His Wife & Her Lover, The (1989)",184
660,"Manchurian Candidate, The (1962)",184
587,"Sex, Lies, and Videotape (1989)",184
462,Strange Days (1995),185
734,Clerks (1994),185
399,"Professional, The (1994)",185
1009,Carlito's Way (1993),185
796,Heavy Metal (1981),185
479,Heathers (1989),185
822,Rosencrantz and Guildenstern Are Dead (1990),185
121,Pump Up the Volume (1990),185
285,Dazed and Confused (1993),185
808,Shallow Grave (1994),185
79,Outbreak (1995),186
1135,Maya Lin: A Strong Clear Vision (1994),186
227,Rudy (1993),186
1256,True Crime (1995),186
587,"Sex, Lies, and Videotape (1989)",186
1160,"Last Time I Saw Paris, The (1954)",186
741,Kiss of Death (1995),186
1179,When a Man Loves a Woman (1994),186
653,Dingo (1992),186
1043,"Scarlet Letter, The (1995)",186
408,Braveheart (1995),187
216,Pulp Fiction (1994),187
191,Forrest Gump (1994),187
231,Jurassic Park (1993),187
31,"Silence of the Lambs, The (1991)",187
321,"Princess Bride, The (1987)",187
311,Aliens (1986),187
247,Back to the Future (1985),187
182,Star Trek: The Wrath of Khan (1982),187
201,Speed (1994),187
30,Chasing Amy (1997),188
1486,Amityville 3-D (1983),188
673,Paths of Glory (1957),188
732,Kids (1995),188
967,Castle Freak (1995),188
1513,Two or Three Things I Know About Her (1966),188
910,To Live (Huozhe) (1994),188
1372,Cyclo (1995),188
1553,Coldblooded (1995),188
1412,Raw Deal (1948),188
303,"Return of the Pink Panther, The (1974)",189
55,Naked Gun 33 1/3: The Final Insult (1994),189
1240,Beverly Hills Cop III (1994),189
866,My Favorite Year (1982),189
500,Smoke (1995),189
21,Sabrina (1954),189
1079,Spellbound (1945),189
784,"Great Race, The (1965)",189
105,"Quiet Man, The (1952)",189
1501,Witness (1985),189
85,Bean (1997),190
554,"Wedding Singer, The (1998)",190
967,Castle Freak (1995),190
985,Home Alone 3 (1997),190
419,Faithful (1996),190
1292,Palmetto (1998),190
1096,"Stranger, The (1994)",190
1305,"Mighty, The (1998)",190
1358,Nightwatch (1997),190
1430,"Man in the Iron Mask, The (1998)",190
86,"Birdcage, The (1996)",191
140,"Rock, The (1996)",191
403,Independence Day (ID4) (1996),191
103,Willy Wonka and the Chocolate Factory (1971),191
571,Apocalypse Now (1979),191
12,Star Trek: First Contact (1996),191
77,Jerry Maguire (1996),191
10,Men in Black (1997),191
157,Contact (1997),191
240,One Flew Over the Cuckoo's Nest (1975),191
864,Crimson Tide (1995),192
499,True Romance (1993),192
895,Basic Instinct (1992),192
145,"Good, The Bad and The Ugly, The (1966)",192
356,GoodFellas (1990),192
979,"Bronx Tale, A (1993)",192
746,Tombstone (1993),192
81,Miller's Crossing (1990),192
559,Malice (1993),192
1003,Cobb (1994),192
908,Belle de jour (1967),193
235,Nikita (La Femme Nikita) (1990),193
195,Pink Floyd - The Wall (1982),193
561,Cool Hand Luke (1967),193
753,"Man Who Would Be King, The (1975)",193
697,Ran (1985),193
210,Tie Me Up! Tie Me Down! (1990),193
517,Koyaanisqatsi (1983),193
1372,Cyclo (1995),193
901,Barbarella (1968),193
217,Blade Runner (1982),194
730,Raging Bull (1980),194
235,Nikita (La Femme Nikita) (1990),194
623,Sling Blade (1996),194
1196,Citizen Ruth (1996),194
770,Smilla's Sense of Snow (1997),194
648,"Pillow Book, The (1995)",194
111,In the Name of the Father (1993),194
222,"Celluloid Closet, The (1995)",194
700,"Life Less Ordinary, A (1997)",194
725,Patton (1970),195
866,My Favorite Year (1982),195
91,"African Queen, The (1951)",195
618,"Magnificent Seven, The (1954)",195
982,"Treasure of the Sierra Madre, The (1948)",195
753,"Man Who Would Be King, The (1975)",195
1542,Boys Life (1995),195
1422,Best Men (1997),195
653,Dingo (1992),195
1297,Aiqing wansui (1994),195
209,Twelve Monkeys (1995),196
229,Seven (Se7en) (1995),196
309,"Lion King, The (1994)",196
456,Top Gun (1986),196
29,Jaws (1975),196
60,Scream (1996),196
95,Liar Liar (1997),196
114,True Lies (1994),196
57,E.T. the Extra-Terrestrial (1982),196
201,Speed (1994),196
737,Kissed (1996),197
1447,Larger Than Life (1996),197
1286,1-900 (1994),197
1356,Moonlight and Valentino (1995),197
1543,"Enfer, L' (1994)",197
1297,Aiqing wansui (1994),197
1487,Romper Stomper (1992),197
1527,"Price Above Rubies, A (1998)",197
1535,All Things Fair (1996),197
1676,Scream of Stone (Schrei aus Stein) (1991),197
408,Braveheart (1995),198
156,"Fugitive, The (1993)",198
231,Jurassic Park (1993),198
102,Terminator 2: Judgment Day (1991),198
367,Monty Python and the Holy Grail (1974),198
321,"Princess Bride, The (1987)",198
101,Raiders of the Lost Ark (1981),198
112,"Terminator, The (1984)",198
247,Back to the Future (1985),198
347,Indiana Jones and the Last Crusade (1989),198
512,Secrets & Lies (1996),199
21,Sabrina (1954),199
454,East of Eden (1955),199
884,All About Eve (1950),199
1313,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",199
625,"Gay Divorcee, The (1934)",199
508,Raise the Red Lantern (1991),199
1072,Top Hat (1935),199
1419,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",199
1271,Kaspar Hauser (1993),199
133,"Postino, Il (1994)",200
574,Three Colors: Red (1994),200
169,Three Colors: White (1994),200
148,Big Night (1996),200
262,"Unbearable Lightness of Being, The (1988)",200
522,Shall We Dance? (1996),200
969,Ulee's Gold (1997),200
299,Like Water For Chocolate (Como agua para chocolate) (1992),200
687,Cat on a Hot Tin Roof (1958),200
767,My Life as a Dog (Mitt liv som hund) (1985),200
501,Bound (1996),201
139,Chasing Amy (1997),201
130,Good Will Hunting (1997),201
404,In & Out (1997),201
104,"Devil's Advocate, The (1997)",201
325,Apt Pupil (1998),201
280,"Game, The (1997)",201
751,Boogie Nights (1997),201
184,Wag the Dog (1997),201
72,Seven Years in Tibet (1997),201
117,"Devil's Own, The (1997)",202
860,G.I. Jane (1997),202
1267,Vampire in Brooklyn (1995),202
264,Somewhere in Time (1980),202
223,Love Jones (1997),202
696,"Thin Line Between Love and Hate, A (1996)",202
1637,Men of Means (1998),202
1659,"Further Gesture, A (1996)",202
1644,Mat' i syn (1997),202
1632,B. Monkey (1998),202
1233,"White Balloon, The (1995)",203
1002,Air Bud (1997),203
627,Steel (1997),203
1037,Black Beauty (1994),203
972,Radioland Murders (1994),203
1173,Amityville 1992: It's About Time (1992),203
439,Amityville: A New Generation (1993),203
1595,Time Tracers (1995),203
1614,Tokyo Fist (1995),203
1650,"War at Home, The (1996)",203
566,Moll Flanders (1996),204
400,Michael Collins (1996),204
259,"Family Thing, A (1996)",204
1458,New York Cop (1996),204
988,Delta of Venus (1994),204
1242,"Very Natural Thing, A (1974)",204
1291,"Walk in the Sun, A (1945)",204
1356,Moonlight and Valentino (1995),204
1474,Clean Slate (Coup de Torchon) (1981),204
1600,"Substance of Fire, The (1996)",204
659,Poetic Justice (1993),205
1433,Mercury Rising (1998),205
466,"Fast, Cheap & Out of Control (1997)",205
393,"Evening Star, The (1996)",205
1215,"Sum of Us, The (1994)",205
1231,Hugo Pool (1997),205
1592,"Savage Nights (Nuits fauves, Les) (1992)",205
958,Walking and Talking (1996),205
653,Dingo (1992),205
1327,Love and Other Catastrophes (1996),205
206,Mad City (1997),206
1017,Spice World (1997),206
609,Sphere (1998),206
1377,Bent (1997),206
1098,"Big Lebowski, The (1998)",206
744,Oscar & Lucinda (1997),206
1219,Hard Eight (1996),206
1444,"Big Bang Theory, The (1994)",206
1274,"Other Voices, Other Rooms (1997)",206
1045,"Van, The (1996)",206
14,Batman Forever (1995),207
543,"Net, The (1995)",207
296,Stargate (1994),207
172,"Firm, The (1993)",207
275,"Bridge on the River Kwai, The (1957)",207
544,Cinderella (1950),207
91,"African Queen, The (1951)",207
698,Demolition Man (1993),207
629,Glory (1989),207
1016,Philadelphia (1993),207
390,Quiz Show (1994),208
917,Theodore Rex (1995),208
226,Clueless (1995),208
293,Ghost (1990),208
735,Short Cuts (1993),208
973,Rob Roy (1995),208
1066,Go Fish (1994),208
951,Penny Serenade (1941),208
1512,Legal Deceit (1997),208
962,"Stars Fell on Henrietta, The (1995)",208
1316,Kansas City (1996),209
611,Sunset Blvd. (1950),209
921,Kama Sutra: A Tale of Love (1996),209
848,Ponette (1996),209
505,"Wild Bunch, The (1969)",209
384,Laura (1944),209
1127,"Tin Drum, The (Blechtrommel, Die) (1979)",209
939,Touch of Evil (1958),209
383,Mallrats (1995),209
1320,Color of Night (1994),209
297,"Usual Suspects, The (1995)",210
527,Natural Born Killers (1994),210
399,"Professional, The (1994)",210
499,True Romance (1993),210
690,Cyrano de Bergerac (1990),210
1107,Paris Is Burning (1990),210
392,"Last Supper, The (1995)",210
640,"Die xue shuang xiong (Killer, The) (1989)",210
962,"Stars Fell on Henrietta, The (1995)",210
1603,Men With Guns (1997),210
634,Children of the Corn: The Gathering (1996),211
391,Kull the Conqueror (1997),211
970,Unforgettable (1996),211
265,Shadow Conspiracy (1997),211
1057,Flesh and Bone (1993),211
1560,Nénette et Boni (1996),211
1205,"Grass Harp, The (1995)",211
149,Kazaam (1996),211
1283,Falling in Love Again (1980),211
1312,8 Seconds (1994),211
327,Once Upon a Time... When We Were Colored (1995),212
1097,Once Upon a Time in the West (1969),212
785,Crooklyn (1994),212
714,Beyond Rangoon (1995),212
1646,They Made Me a Criminal (1939),212
1616,Jupiter's Wife (1994),212
128,Get on the Bus (1996),212
1525,Vermont Is For Lovers (1992),212
1545,"Invitation, The (Zaproszenie) (1986)",212
1535,All Things Fair (1996),212
1403,"Run of the Country, The (1995)",213
988,Delta of Venus (1994),213
1242,"Very Natural Thing, A (1974)",213
1291,"Walk in the Sun, A (1945)",213
1140,Squeeze (1996),213
1248,Roseanna's Grave (For Roseanna) (1997),213
1296,Fall (1997),213
1415,For Ever Mozart (1996),213
1578,Guantanamera (1994),213
1535,All Things Fair (1996),213
357,Star Wars (1977),214
191,Forrest Gump (1994),214
231,Jurassic Park (1993),214
217,Blade Runner (1982),214
102,Terminator 2: Judgment Day (1991),214
321,"Princess Bride, The (1987)",214
52,Return of the Jedi (1983),214
256,Alien (1979),214
112,"Terminator, The (1984)",214
247,Back to the Future (1985),214
462,Strange Days (1995),215
527,Natural Born Killers (1994),215
354,Highlander (1986),215
421,Mary Shelley's Frankenstein (1994),215
732,Kids (1995),215
827,"Perez Family, The (1995)",215
1208,Vermin (1998),215
1381,"Journey of August King, The (1995)",215
1564,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",215
1562,Someone Else's America (1995),215
681,Midnight in the Garden of Good and Evil (1997),216
630,As Good As It Gets (1997),216
184,Wag the Dog (1997),216
715,Mouse Hunt (1997),216
261,Tomorrow Never Dies (1997),216
1290,Heaven & Earth (1993),216
1241,Meet John Doe (1941),216
1535,All Things Fair (1996),216
1649,"Wife, The (1995)",216
1677,Mamma Roma (1962),216
562,Microcosmos: Le peuple de l'herbe (1996),217
999,Year of the Horse (1997),217
1120,"Sweet Hereafter, The (1997)",217
395,Kundun (1997),217
255,Afterglow (1997),217
744,Oscar & Lucinda (1997),217
378,Dead Man (1995),217
1592,"Savage Nights (Nuits fauves, Les) (1992)",217
481,Denise Calls Up (1995),217
1537,Office Killer (1997),217
612,Wallace & Gromit: The Best of Aardman Animation (1996),218
224,Unhook the Stars (1996),218
327,Once Upon a Time... When We Were Colored (1995),218
1302,"Last Time I Committed Suicide, The (1997)",218
18,Just Cause (1995),218
1292,Palmetto (1998),218
1637,Men of Means (1998),218
1417,"Visitors, The (Visiteurs, Les) (1993)",218
1465,Hugo Pool (1997),218
1659,"Further Gesture, A (1996)",218
