movieId,movie_idx,title,release_date,imdb_url
224,1022,Ridicule (1996),27-Nov-1996,http://us.imdb.com/M/title-exact?Ridicule%20(1996)
225,443,101 Dalmatians (1996),27-Nov-1996,http://us.imdb.com/M/title-exact?101%20Dalmatians%20(1996)
226,758,Die Hard 2 (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Die%20Hard%202%20(1990)
227,253,Star Trek VI: The Undiscovered Country (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Star%20Trek%20VI:%20The%20Undiscovered%20Country%20(1991)
228,182,Star Trek: The Wrath of Khan (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Wrath%20of%20Khan%20(1982)
229,76,Star Trek III: The Search for Spock (1984),01-Jan-1984,http://us.imdb.com/M/title-exact?Star%20Trek%20III:%20The%20Search%20for%20Spock%20(1984)
230,474,Star Trek IV: The Voyage Home (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Star%20Trek%20IV:%20The%20Voyage%20Home%20(1986)
231,146,Batman Returns (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Batman%20Returns%20(1992)
232,65,Young Guns (1988),01-Jan-1988,http://us.imdb.com/M/title-exact?Young%20Guns%20(1988)
233,504,Under Siege (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Under%20Siege%20(1992)
234,29,Jaws (1975),01-Jan-1975,http://us.imdb.com/M/title-exact?Jaws%20(1975)
235,181,Mars Attacks! (1996),13-Dec-1996,http://us.imdb.com/M/title-exact?Mars%20Attacks!%20(1996)
236,1196,Citizen Ruth (1996),13-Dec-1996,http://us.imdb.com/M/title-exact?Citizen%20Ruth%20(1996)
237,77,Jerry Maguire (1996),13-Dec-1996,http://us.imdb.com/M/title-exact?Jerry%20Maguire%20(1996)
238,329,Raising Arizona (1987),01-Jan-1987,http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987)
239,557,Sneakers (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Sneakers%20(1992)
240,413,Beavis and Butt-head Do America (1996),20-Dec-1996,http://us.imdb.com/M/title-exact?Beavis%20and%20Butt-head%20Do%20America%20(1996)
241,46,"Last of the Mohicans, The (1992)",01-Jan-1992,"http://us.imdb.com/M/title-exact?Last%20of%20the%20Mohicans,%20The%20(1992)"
242,0,Kolya (1996),24-Jan-1997,http://us.imdb.com/M/title-exact?Kolya%20(1996)
243,668,Jungle2Jungle (1997),07-Mar-1997,http://us.imdb.com/M/title-exact?Jungle2Jungle%20(1997)
244,770,Smilla's Sense of Snow (1997),14-Mar-1997,http://us.imdb.com/M/title-exact?Smilla%27s%20Sense%20of%20Snow%20(1997)
245,117,"Devil's Own, The (1997)",26-Mar-1997,http://us.imdb.com/M/title-exact?Devil%27s%20Own%2C%20The%20(1997)
246,30,Chasing Amy (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997)
247,1272,Turbo: A Power Rangers Movie (1997),28-Mar-1997,http://us.imdb.com/M/title-exact?Turbo%3A%20A%20Power%20Rangers%20Movie%20%281997%29
248,73,Grosse Pointe Blank (1997),11-Apr-1997,http://us.imdb.com/M/title-exact?Grosse%20Pointe%20Blank%20%281997%29
249,382,Austin Powers: International Man of Mystery (1997),02-May-1997,http://us.imdb.com/M/title-exact?Austin%20Powers%3A%20International%20Man%20of%20Mystery%20%281997%29
250,305,"Fifth Element, The (1997)",09-May-1997,http://us.imdb.com/M/title-exact?Fifth%20Element%2C%20The%20%281997%29
251,522,Shall We Dance? (1996),11-Jul-1997,http://us.imdb.com/M/title-exact?Shall%20we%20DANSU%3F%20%281996%29
252,350,"Lost World: Jurassic Park, The (1997)",23-May-1997,http://us.imdb.com/M/title-exact?Lost%20World%3A%20Jurassic%20Park%2C%20The%20%281997%29
253,648,"Pillow Book, The (1995)",13-Jun-1997,http://us.imdb.com/M/title-exact?Pillow%20Book%2C%20The%20%281995%29
254,706,Batman & Robin (1997),20-Jun-1997,http://us.imdb.com/M/title-exact?Batman+%26+Robin+(1997)
255,177,My Best Friend's Wedding (1997),20-Jun-1997,http://us.imdb.com/M/title-exact?My+Best+Friend%27s+Wedding+(1997)
256,263,When the Cats Away (Chacun cherche son chat) (1996),20-Jun-1997,http://us.imdb.com/M/title-exact?Chacun+cherche+son+chat+(1996)
257,10,Men in Black (1997),04-Jul-1997,http://us.imdb.com/M/title-exact?Men+in+Black+(1997)
258,157,Contact (1997),11-Jul-1997,http://us.imdb.com/Title?Contact+(1997/I)
259,339,George of the Jungle (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?George+of+the+Jungle+(1997)
260,814,Event Horizon (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Event+Horizon+(1997)
261,1002,Air Bud (1997),01-Aug-1997,http://us.imdb.com/M/title-exact?Air+Bud+(1997)
262,863,In the Company of Men (1997),01-Aug-1997,http://us.imdb.com/M/title-exact?In+the+Company+of+Men+(1997)
263,627,Steel (1997),15-Aug-1997,http://us.imdb.com/M/title-exact?Steel+(1997)
264,116,Mimic (1997),22-Aug-1997,http://us.imdb.com/M/title-exact?Mimic+(1997)
265,6,"Hunt for Red October, The (1990)",01-Jan-1990,http://us.imdb.com/M/title-exact?Hunt+for+Red+October%2C+The+(1990)
266,930,Kull the Conqueror (1997),29-Aug-1997,http://us.imdb.com/M/title-exact?Kull+the+Conqueror+(1997)
267,804,unknown,,
268,139,Chasing Amy (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997)
269,491,"Full Monty, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997)
270,960,Gattaca (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Gattaca+(1997)
271,269,Starship Troopers (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Starship+Troopers+(1997)
272,130,Good Will Hunting (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-119217
273,141,Heat (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Heat%20(1995)
274,17,Sabrina (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Sabrina%20(1995)
275,89,Sense and Sensibility (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Sense%20and%20Sensibility%20(1995)
276,695,Leaving Las Vegas (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Leaving%20Las%20Vegas%20(1995)
277,28,Restoration (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Restoration%20(1995)
278,348,Bed of Roses (1996),01-Jan-1996,http://us.imdb.com/M/title-exact?Bed%20of%20Roses%20(1996)
279,327,Once Upon a Time... When We Were Colored (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Once%20Upon%20a%20Time... When%20We%20Were%20Colored%20(1995)
280,178,Up Close and Personal (1996),01-Mar-1996,http://us.imdb.com/M/title-exact?Up%20Close%20and%20Personal%20(1996)
281,151,"River Wild, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?River%20Wild,%20The%20(1994)"
282,647,"Time to Kill, A (1996)",13-Jul-1996,"http://us.imdb.com/M/title-exact?Time%20to%20Kill,%20A%20(1996)"
283,600,Emma (1996),02-Aug-1996,http://us.imdb.com/M/title-exact?Emma%20(1996)
284,406,Tin Cup (1996),16-Aug-1996,http://us.imdb.com/M/title-exact?Tin%20Cup%20(1996)
285,512,Secrets & Lies (1996),04-Oct-1996,http://us.imdb.com/M/title-exact?Secrets%20&%20Lies%20(1996)
286,289,"English Patient, The (1996)",15-Nov-1996,"http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)"
287,487,Marvin's Room (1996),18-Dec-1996,http://us.imdb.com/M/title-exact?Marvin's%20Room%20(1996)
288,60,Scream (1996),20-Dec-1996,http://us.imdb.com/M/title-exact?Scream%20(1996)
289,360,Evita (1996),25-Dec-1996,http://us.imdb.com/M/title-exact?Evita%20(1996)
290,707,Fierce Creatures (1997),10-Jan-1997,http://us.imdb.com/M/title-exact?Fierce%20Creatures%20(1997)
291,298,Absolute Power (1997),14-Feb-1997,http://us.imdb.com/M/title-exact?Absolute%20Power%20(1997)
292,420,Rosewood (1997),21-Feb-1997,http://us.imdb.com/M/title-exact?Rosewood%20(1997)
293,427,Donnie Brasco (1997),28-Feb-1997,http://us.imdb.com/M/title-exact?Donnie%20Brasco%20(1997)
294,95,Liar Liar (1997),21-Mar-1997,http://us.imdb.com/Title?Liar+Liar+(1997)
295,446,Breakdown (1997),02-May-1997,http://us.imdb.com/M/title-exact?Breakdown%20%281997%29
296,1416,"Promesse, La (1996)",16-May-1997,http://us.imdb.com/M/title-exact?Promesse%2C%20La%20%281996%29
297,969,Ulee's Gold (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997)
298,153,Face/Off (1997),27-Jun-1997,http://us.imdb.com/M/title-exact?Face/Off+(1997)
299,585,Hoodlum (1997),22-Aug-1997,http://us.imdb.com/M/title-exact?Hoodlum+(1997)
300,652,Air Force One (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Air+Force+One+(1997)
301,404,In & Out (1997),19-Sep-1997,http://us.imdb.com/Title?In+%26+Out+(1997)
302,1,L.A. Confidential (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?L%2EA%2E+Confidential+(1997)
303,243,Ulee's Gold (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997)
304,40,Fly Away Home (1996),13-Sep-1996,http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996)
305,346,"Ice Storm, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997)
306,380,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Her+Majesty%2C+Mrs%2E+Brown+(1997)
307,104,"Devil's Advocate, The (1997)",01-Jan-1997,"http://us.imdb.com/M/title-exact?Devil's+Advocate,+The+(1997)"
308,671,FairyTale: A True Story (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Fairytale:+A+True+Story+(1997)
309,691,Deceiver (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Liar+(1997)
310,511,"Rainmaker, The (1997)",01-Jan-1997,"http://us.imdb.com/M/title-exact?Rainmaker,+The+(1997)"
311,807,"Wings of the Dove, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Wings+of+the+Dove%2C+The+(1997)
312,681,Midnight in the Garden of Good and Evil (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Midnight+in+the+Garden+of+Good+and+Evil+(1997)
313,719,Titanic (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-120338
314,909,3 Ninjas: High Noon At Mega Mountain (1998),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-118539
315,325,Apt Pupil (1998),23-Oct-1998,http://us.imdb.com/Title?Apt+Pupil+(1998)
316,630,As Good As It Gets (1997),23-Dec-1997,http://us.imdb.com/Title?As+Good+As+It+Gets+(1997)
317,111,In the Name of the Father (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?In%20the%20Name%20of%20the%20Father%20(1993)
318,200,Schindler's List (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993)
319,568,Everyone Says I Love You (1996),06-Dec-1996,http://us.imdb.com/M/title-exact?Everyone%20Says%20I%20Love%20You%20(1996)
320,819,Paradise Lost: The Child Murders at Robin Hood Hills (1996),06-Dec-1996,http://us.imdb.com/M/title-exact?Paradise%20Lost%3a%20The%20Child%20Murders%20at%20Robin%20Hood%20Hills%20(1996)
321,251,Mother (1996),25-Dec-1996,http://us.imdb.com/M/title-exact?Mother%20(1996/I)
322,51,Murder at 1600 (1997),18-Apr-1997,http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997)
323,144,Dante's Peak (1997),07-Feb-1997,http://us.imdb.com/M/title-exact?Dante's%20Peak%20(1997)
324,497,Lost Highway (1997),21-Feb-1997,http://us.imdb.com/Title?Lost+Highway+(1997)
325,331,Crash (1996),21-Mar-1997,http://us.imdb.com/M/title-exact?Crash%20(1996)
326,860,G.I. Jane (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997)
327,43,Cop Land (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Cop+Land+(1997)
328,98,Conspiracy Theory (1997),08-Aug-1997,http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997)
329,891,Desperate Measures (1998),30-Jan-1998,http://us.imdb.com/Title?Desperate+Measures+(1998)
330,925,187 (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?187+(1997)
331,608,"Edge, The (1997)",26-Sep-1997,http://us.imdb.com/M/title-exact?Edge%2C+The+(1997/I)
332,48,Kiss the Girls (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Kiss+the+Girls+(1997)
333,280,"Game, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Game%2C+The+(1997)
334,213,U Turn (1997),01-Jan-1997,http://us.imdb.com/Title?U+Turn+(1997)
335,620,How to Be a Player (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?How+to+Be+a+Player+(1997)
336,955,Playing God (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Playing+God+(1997)
337,713,"House of Yes, The (1997)",01-Jan-1997,"http://us.imdb.com/M/title-exact?House+of+Yes,+The+(1997)"
338,85,Bean (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Bean+(1997)
339,206,Mad City (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Mad+City+(1997)
340,751,Boogie Nights (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Boogie+Nights+(1997)
341,976,Critical Care (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Critical+Care+(1997)
342,1116,"Man Who Knew Too Little, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Man+Who+Knew+Too+Little%2C+The+(1997)
343,252,Alien: Resurrection (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Alien%3A+Resurrection+(1997)
344,214,"Apostle, The (1997)",18-Dec-1997,http://us.imdb.com/M/title-exact?imdb-title-118632
345,842,Deconstructing Harry (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-118954
346,4,Jackie Brown (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-119396
347,184,Wag the Dog (1997),09-Jan-1998,http://us.imdb.com/M/title-exact?imdb-title-120885
348,959,Desperate Measures (1998),30-Jan-1998,http://us.imdb.com/Title?Desperate+Measures+(1998)
349,1166,Hard Rain (1998),16-Jan-1998,http://us.imdb.com/M/title-exact?imdb-title-120696
350,353,Fallen (1998),16-Jan-1998,http://us.imdb.com/Title?Fallen+(1998)
351,1121,"Prophecy II, The (1998)",16-Jan-1998,http://us.imdb.com/M/title-exact?imdb-title-119959
352,1017,Spice World (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-120185
353,1181,Deep Rising (1998),30-Jan-1998,http://us.imdb.com/M/title-exact?imdb-title-118956
354,554,"Wedding Singer, The (1998)",13-Feb-1998,http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998)
355,609,Sphere (1998),13-Feb-1998,http://us.imdb.com/M/title-exact?Sphere+(1998)
356,783,"Client, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Client,%20The%20(1994)"
357,240,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975)
358,1023,Spawn (1997),01-Aug-1997,http://us.imdb.com/M/title-exact?Spawn+(1997/I)
359,997,"Assignment, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Assignment%2C+The+(1997)
360,171,Wonderland (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Wonderland+(1997)
361,810,Incognito (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Incognito+(1997)
362,1042,Blues Brothers 2000 (1998),06-Feb-1998,http://us.imdb.com/M/title-exact?Blues+Brothers+2000+(1998)
363,651,Sudden Death (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Sudden%20Death%20(1995)
364,717,Ace Ventura: When Nature Calls (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995)
365,358,Powder (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Powder%20(1995)
366,80,Dangerous Minds (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995)
367,226,Clueless (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Clueless%20(1995)
368,126,Bio-Dome (1996),01-Jan-1996,http://us.imdb.com/M/title-exact?Bio-Dome%20(1996)
369,849,Black Sheep (1996),02-Feb-1996,http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996)
370,381,Mary Reilly (1996),23-Feb-1996,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996)
371,374,"Bridges of Madison County, The (1995)",09-Feb-1996,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)"
372,619,Jeffrey (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Jeffrey%20(1995)
373,1113,Judge Dredd (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995)
374,963,Mighty Morphin Power Rangers: The Movie (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995)
375,542,Showgirls (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Showgirls%20(1995)
376,414,Houseguest (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Houseguest%20(1994)
377,2,Heavyweights (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Heavyweights%20(1994)
378,283,Miracle on 34th Street (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994)
379,123,Tales From the Crypt Presents: Demon Knight (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995)
380,573,Star Trek: Generations (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994)
381,377,Muriel's Wedding (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994)
382,92,"Adventures of Priscilla, Queen of the Desert, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla,%20Queen%20of%20the%20Desert,%20The%20(1994)"
383,1100,"Flintstones, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)"
384,55,Naked Gun 33 1/3: The Final Insult (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994)
385,114,True Lies (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?True%20Lies%20(1994)
386,607,Addams Family Values (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20(1993)
387,16,"Age of Innocence, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)"
388,1240,Beverly Hills Cop III (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994)
389,1037,Black Beauty (1994),01-Jan-1994,http://us.imdb.com/Title?Black+Beauty+(1994/I)
390,1165,Fear of a Black Hat (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20(1993)
391,978,Last Action Hero (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993)
392,20,"Man Without a Face, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face,%20The%20(1993)"
393,528,Mrs. Doubtfire (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993)
394,972,Radioland Murders (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994)
395,799,Robin Hood: Men in Tights (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993)
396,678,Serial Mom (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994)
397,539,Striking Distance (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993)
398,1062,Super Mario Bros. (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993)
399,417,"Three Musketeers, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Three%20Musketeers,%20The%20(1993)"
400,1348,"Little Rascals, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Little%20Rascals,%20The%20(1994)"
401,205,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)"
402,293,Ghost (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Ghost%20(1990)
403,82,Batman (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Batman%20(1989)
404,345,Pinocchio (1940),01-Jan-1940,http://us.imdb.com/M/title-exact?Pinocchio%20(1940)
405,136,Mission: Impossible (1996),22-May-1996,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996)
406,370,Thinner (1996),25-Oct-1996,http://us.imdb.com/M/title-exact?Thinner%20(1996)
407,332,Spy Hard (1996),24-May-1996,http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996)
408,180,"Close Shave, A (1995)",28-Apr-1996,"http://us.imdb.com/M/title-exact?Close%20Shave,%20A%20(1995)"
409,434,Jack (1996),07-Aug-1996,http://us.imdb.com/M/title-exact?Jack%20(1996)
410,267,Kingpin (1996),12-Jul-1996,http://us.imdb.com/M/title-exact?Kingpin%20(1996)
411,656,"Nutty Professor, The (1996)",28-Jun-1996,"http://us.imdb.com/M/title-exact?Nutty%20Professor,%20The%20(1996)"
412,514,"Very Brady Sequel, A (1996)",23-Aug-1996,"http://us.imdb.com/M/title-exact?Very%20Brady%20Sequel,%20A%20(1996)"
413,858,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-1996,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996)
414,866,My Favorite Year (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982)
415,1095,"Apple Dumpling Gang, The (1975)",01-Jan-1975,"http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang,%20The%20(1975)"
416,70,Old Yeller (1957),01-Jan-1957,http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957)
417,424,"Parent Trap, The (1961)",01-Jan-1961,"http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)"
418,544,Cinderella (1950),01-Jan-1950,http://us.imdb.com/M/title-exact?Cinderella%20(1950)
419,135,Mary Poppins (1964),01-Jan-1964,http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964)
420,877,Alice in Wonderland (1951),01-Jan-1951,http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20(1951)
421,518,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996)
422,1128,Aladdin and the King of Thieves (1996),01-Jan-1996,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V)
423,57,E.T. the Extra-Terrestrial (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29
424,634,Children of the Corn: The Gathering (1996),01-Jan-1996,http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29
425,284,Bob Roberts (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Bob%20Roberts%20(1992)
426,663,"Transformers: The Movie, The (1986)",01-Jan-1986,"http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)"
427,66,To Kill a Mockingbird (1962),01-Jan-1962,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962)
428,649,Harold and Maude (1971),01-Jan-1971,http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20(1971)
429,635,"Day the Earth Stood Still, The (1951)",01-Jan-1951,"http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still,%20The%20(1951)"
430,258,Duck Soup (1933),01-Jan-1933,http://us.imdb.com/M/title-exact?Duck%20Soup%20(1933)
431,354,Highlander (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Highlander%20(1986)
432,50,Fantasia (1940),01-Jan-1940,http://us.imdb.com/M/title-exact?Fantasia%20(1940)
433,479,Heathers (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Heathers%20(1989)
434,1020,Forbidden Planet (1956),01-Jan-1956,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956)
435,622,Butch Cassidy and the Sundance Kid (1969),01-Jan-1969,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969)
436,314,"American Werewolf in London, An (1981)",01-Jan-1981,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)"
437,1173,Amityville 1992: It's About Time (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992)
438,1486,Amityville 3-D (1983),01-Jan-1983,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983)
439,439,Amityville: A New Generation (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993)
440,493,Amityville II: The Possession (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982)
441,777,"Amityville Horror, The (1979)",01-Jan-1979,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)"
442,1339,"Amityville Curse, The (1990)",01-Jan-1990,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)"
443,154,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)"
444,1040,"Blob, The (1958)",01-Jan-1958,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)"
445,1005,"Body Snatcher, The (1945)",01-Jan-1945,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)"
446,1491,Burnt Offerings (1976),01-Jan-1976,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976)
447,513,Carrie (1976),01-Jan-1976,http://us.imdb.com/M/title-exact?Carrie%20(1976)
448,394,"Omen, The (1976)",01-Jan-1976,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)"
449,458,Star Trek: The Motion Picture (1979),01-Jan-1979,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979)
450,628,Star Trek V: The Final Frontier (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989)
451,8,Grease (1978),01-Jan-1978,http://us.imdb.com/M/title-exact?Grease%20(1978)
452,168,Jaws 2 (1978),01-Jan-1978,http://us.imdb.com/M/title-exact?Jaws%202%20(1978)
453,869,Jaws 3-D (1983),01-Jan-1983,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983)
454,579,Bastard Out of Carolina (1996),15-Dec-1996,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996)
